"","species","decimalLongitude","decimalLatitude"
"12448","Pteridium aquilinum",-119.813194,38.155716
"12449","Pteridium aquilinum",-123.018146,49.354088
"12450","Pteridium aquilinum",-72.271285,44.277952
"12451","Pteridium aquilinum",-76.688796,45.278998
"12452","Pteridium aquilinum",-84.820062,46.439433
"12453","Pteridium aquilinum",-125.11528,48.793335
"12454","Pteridium aquilinum",-79.349854,45.54047
"12455","Pteridium aquilinum",-124.265842,49.319072
"12456","Pteridium aquilinum",-125.10013,49.642885
"12457","Pteridium aquilinum",-123.53785,48.382005
"12458","Pteridium aquilinum",-79.791073,44.479002
"12459","Pteridium aquilinum",-123.400742,48.508475
"12460","Pteridium aquilinum",-65.252411,44.764264
"12461","Pteridium aquilinum",-70.666484,44.564271
"12462","Pteridium aquilinum",-79.639137,45.250912
"12463","Pteridium aquilinum",-84.519172,46.007253
"12464","Pteridium aquilinum",-84.640428,46.470378
"12465","Pteridium aquilinum",-123.552855,48.489487
"12466","Pteridium aquilinum",-124.095459,40.854257
"12467","Pteridium aquilinum",-123.154273,49.677889
"12468","Pteridium aquilinum",-63.624148,44.77869
"12469","Pteridium aquilinum",-75.653222,45.033653
"12470","Pteridium aquilinum",-80.084983,35.058297
"12471","Pteridium aquilinum",-84.51915,46.007264
"12472","Pteridium aquilinum",-81.234415,46.119227
"12473","Pteridium aquilinum",-123.603347,48.659466
"12474","Pteridium aquilinum",-70.718779,41.754412
"12475","Pteridium aquilinum",-79.937497,44.857255
"12476","Pteridium aquilinum",-125.465015,49.081957
"12477","Pteridium aquilinum",-87.158052,46.27629
"12478","Pteridium aquilinum",-88.019977,48.701489
"12479","Pteridium aquilinum",-123.448997,48.769024
"12480","Pteridium aquilinum",-79.036366,44.738396
"12481","Pteridium aquilinum",-110.76487,32.432072
"12482","Pteridium aquilinum",-65.367714,44.717128
"12483","Pteridium aquilinum",-116.736381,33.838803
"12484","Pteridium aquilinum",-122.837891,38.97538
"12485","Pteridium aquilinum",-81.450523,46.621246
"12486","Pteridium aquilinum",-77.297432,44.537096
"12487","Pteridium aquilinum",-65.358986,44.723542
"12488","Pteridium aquilinum",-77.32403,44.730491
"12489","Pteridium aquilinum",-123.120571,50.037939
"12490","Pteridium aquilinum",-123.738266,48.644287
"12491","Pteridium aquilinum",-124.467863,49.807747
"12492","Pteridium aquilinum",-119.571493,49.344885
"12493","Pteridium aquilinum",-64.327624,45.049349
"12494","Pteridium aquilinum",-155.269754,19.506145
"12495","Pteridium aquilinum",-95.256325,49.748395
"12496","Pteridium aquilinum",-79.983987,44.8457
"12497","Pteridium aquilinum",-123.015479,49.331871
"12498","Pteridium aquilinum",-84.640612,46.468763
"12499","Pteridium aquilinum",-65.252228,44.764131
"12500","Pteridium aquilinum",-74.222967,41.248264
"12501","Pteridium aquilinum",-123.01641,49.351478
"12502","Pteridium aquilinum",-85.762821,44.642459
"12503","Pteridium aquilinum",-60.778758,46.205338
"12504","Pteridium aquilinum",-85.767969,44.628489
"12505","Pteridium aquilinum",-122.949609,38.119208
"12506","Pteridium aquilinum",-79.983903,44.845713
"12507","Pteridium aquilinum",-122.22763,37.280792
"12508","Pteridium aquilinum",-84.801796,36.550322
"12509","Pteridium aquilinum",-79.987498,43.536891
"12510","Pteridium aquilinum",-96.579845,50.558391
"12511","Pteridium aquilinum",-87.663677,46.754405
"12512","Pteridium aquilinum",-60.340856,46.131578
"12513","Pteridium aquilinum",-74.932855,41.253995
"12514","Pteridium aquilinum",-60.321779,46.074248
"12515","Pteridium aquilinum",-71.392737,42.444683
"12516","Pteridium aquilinum",-77.734615,45.40856
"12517","Pteridium aquilinum",-80.372726,45.528759
"12518","Pteridium aquilinum",-84.759803,46.455013
"12519","Pteridium aquilinum",-125.224228,50.115525
"12520","Pteridium aquilinum",-75.510825,45.465875
"12521","Pteridium aquilinum",-87.102528,45.250756
"12522","Pteridium aquilinum",-79.635733,47.185588
"12523","Pteridium aquilinum",-96.84386,50.025979
"12524","Pteridium aquilinum",-123.922534,48.784355
"12525","Pteridium aquilinum",-79.105559,44.886797
"12526","Pteridium aquilinum",-123.480141,48.426815
"12527","Pteridium aquilinum",-123.894853,48.778366
"12528","Pteridium aquilinum",-81.884837,43.224385
"12529","Pteridium aquilinum",-80.076094,45.270871
"12530","Pteridium aquilinum",-70.60315,41.854564
"12531","Pteridium aquilinum",-123.531424,48.51565
"12532","Pteridium aquilinum",-123.518006,48.962208
"12533","Pteridium aquilinum",-76.204803,44.531513
"12534","Pteridium aquilinum",-85.772715,44.63306
"12535","Pteridium aquilinum",-79.946105,44.042714
"12536","Pteridium aquilinum",-124.066121,41.402349
"12537","Pteridium aquilinum",-74.218619,45.091014
"12538","Pteridium aquilinum",-78.587502,44.126945
"12539","Pteridium aquilinum",-84.639787,46.469263
"12540","Pteridium aquilinum",-106.967405,37.197597
"12541","Pteridium aquilinum",-95.332516,49.830078
"12542","Pteridium aquilinum",-79.182231,44.794594
"12543","Pteridium aquilinum",-60.091419,46.167125
"12544","Pteridium aquilinum",-95.601319,50.104567
"12545","Pteridium aquilinum",-80.054099,45.651251
"12546","Pteridium aquilinum",-96.49231,50.761553
"12547","Pteridium aquilinum",-70.601789,41.855631
"12548","Pteridium aquilinum",-79.995417,44.833617
"12549","Pteridium aquilinum",-89.288084,48.561141
"12550","Pteridium aquilinum",-84.569688,46.542211
"12551","Pteridium aquilinum",-80.196495,45.348774
"12552","Pteridium aquilinum",-123.882572,49.507836
"12553","Pteridium aquilinum",-79.118426,36.06349
"12554","Pteridium aquilinum",-122.818711,50.293677
"12555","Pteridium aquilinum",-123.575608,48.391581
"12556","Pteridium aquilinum",-87.129518,46.348558
"12557","Pteridium aquilinum",-79.992035,44.785158
"12558","Pteridium aquilinum",-124.775907,49.455793
"12559","Pteridium aquilinum",-123.444801,48.483555
"12560","Pteridium aquilinum",-80.496184,45.769435
"12561","Pteridium aquilinum",-80.483363,42.848156
"12562","Pteridium aquilinum",-81.47049,43.73954
"12563","Pteridium aquilinum",-75.586797,45.033241
"12564","Pteridium aquilinum",-123.011463,49.356508
"12565","Pteridium aquilinum",-122.023667,37.013466
"12566","Pteridium aquilinum",-84.640062,46.470325
"12567","Pteridium aquilinum",-62.131012,46.422073
"12568","Pteridium aquilinum",-125.102578,49.822453
"12569","Pteridium aquilinum",-123.121516,50.037295
"12570","Pteridium aquilinum",-80.893708,48.579717
"12571","Pteridium aquilinum",-111.552369,40.0112
"12572","Pteridium aquilinum",-79.925758,43.471122
"12573","Pteridium aquilinum",-89.789296,46.202788
"12574","Pteridium aquilinum",-79.867351,44.852826
"12575","Pteridium aquilinum",-65.252311,44.764522
"12576","Pteridium aquilinum",-76.026754,45.437737
"12577","Pteridium aquilinum",-79.973412,45.159359
"12578","Pteridium aquilinum",-122.188652,37.838751
"12579","Pteridium aquilinum",-72.442317,43.117079
"12580","Pteridium aquilinum",-75.285613,46.53367
"12581","Pteridium aquilinum",-87.639972,41.074648
"12582","Pteridium aquilinum",-116.08028,44.937765
"12583","Pteridium aquilinum",-84.660438,46.965122
"12584","Pteridium aquilinum",-89.628924,46.793683
"12585","Pteridium aquilinum",-83.040117,45.858772
"12586","Pteridium aquilinum",-82.658425,28.128781
"12587","Pteridium aquilinum",-125.115097,48.79327
"12588","Pteridium aquilinum",-71.630967,47.918983
"12589","Pteridium aquilinum",-79.123137,36.061216
"12590","Pteridium aquilinum",-79.886457,48.325249
"12591","Pteridium aquilinum",-65.773261,44.543049
"12592","Pteridium aquilinum",-111.721224,35.319244
"12593","Pteridium aquilinum",-84.866897,44.558495
"12594","Pteridium aquilinum",-82.362045,28.186225
"12595","Pteridium aquilinum",-84.640053,46.470287
"12596","Pteridium aquilinum",-96.404658,50.351557
"12597","Pteridium aquilinum",-125.085396,49.737003
"12598","Pteridium aquilinum",-71.045502,48.396923
"12599","Pteridium aquilinum",-123.483609,48.472085
"12600","Pteridium aquilinum",-125.094365,49.848115
"12601","Pteridium aquilinum",-123.915299,49.515442
"12602","Pteridium aquilinum",-79.134812,36.062181
"12603","Pteridium aquilinum",-76.948457,38.593135
"12604","Pteridium aquilinum",-74.933349,41.254234
"12605","Pteridium aquilinum",-123.955733,48.783542
"12606","Pteridium aquilinum",-123.508592,48.878012
"12607","Pteridium aquilinum",-123.453666,48.431619
"12608","Pteridium aquilinum",-80.787972,32.227938
"12609","Pteridium aquilinum",-81.840145,26.439734
"12610","Pteridium aquilinum",-82.501311,48.176084
"12611","Pteridium aquilinum",-79.997911,44.701662
"12612","Pteridium aquilinum",-87.8833,47.4667
"12613","Pteridium aquilinum",-120.400783,34.529149
"12614","Pteridium aquilinum",-79.191944,48.214444
"12615","Pteridium aquilinum",-117.541667,34.269167
"12616","Pteridium aquilinum",-117.032778,33.350278
"12617","Pteridium aquilinum",-116.95546,34.20402
"12618","Pteridium aquilinum",-117.489111,33.342306
"12619","Pteridium aquilinum",-118.01861,34.21861
"12620","Pteridium aquilinum",-116.71463,33.76659
"12621","Pteridium aquilinum",-118.81151,36.70003
"12622","Pteridium aquilinum",-118.453321,34.355527
"12623","Pteridium aquilinum",-118.84806,36.01692
"12624","Pteridium aquilinum",-117.41024,33.65167
"12625","Pteridium aquilinum",-121.561028,39.588722
"12626","Pteridium aquilinum",-118.7981,36.705
"12627","Pteridium aquilinum",-116.87042,34.14998
"12628","Pteridium aquilinum",-117.715556,34.190556
"12629","Pteridium aquilinum",-116.78558,34.1703199991228
"12630","Pteridium aquilinum",-117.649021,33.765998
"12631","Pteridium aquilinum",-118.33443,34.31539
"12632","Pteridium aquilinum",-117.798056,34.188333
"12633","Pteridium aquilinum",-116.82252,34.17992
"12634","Pteridium aquilinum",-118.531389,34.629444
"12635","Pteridium aquilinum",-118.21079,34.401809
"12636","Pteridium aquilinum",-116.77488,33.81005
"12637","Pteridium aquilinum",-117.910833,34.3475
"12638","Pteridium aquilinum",-116.638778,34.228921
"12639","Pteridium aquilinum",-116.88407,34.1512
"12640","Pteridium aquilinum",-117.407918872706,33.5379848102748
"12641","Pteridium aquilinum",-117.513178,33.687368
"12642","Pteridium aquilinum",-117.59687,34.2716199991216
"12643","Pteridium aquilinum",-117.3386,33.3989
"12644","Pteridium aquilinum",-116.69287,33.73876
"12645","Pteridium aquilinum",-117.9875,34.367222
"12646","Pteridium aquilinum",-120.608631,39.394072
"12647","Pteridium aquilinum",-110.806822,31.776785
"12648","Pteridium aquilinum",-116.88998,34.2085199991224
"12649","Pteridium aquilinum",-117.905472,34.35525
"12650","Pteridium aquilinum",-117.480278,34.1875
"12651","Pteridium aquilinum",-116.753611,32.856694
"12652","Pteridium aquilinum",-116.97451,33.38702
"12653","Pteridium aquilinum",-119.356389,34.604722
"12654","Pteridium aquilinum",-118.595820087141,35.4774395266519
"12655","Pteridium aquilinum",-92.916667,17.183333
"12656","Pteridium aquilinum",-117.5197,33.7104
"12657","Pteridium aquilinum",-118.11222,34.30111
"12658","Pteridium aquilinum",-118.600719,34.957074
"12659","Pteridium aquilinum",-117.183333,34.191667
"12660","Pteridium aquilinum",-117.0348,34.0925
"12661","Pteridium aquilinum",-116.80157,34.10182
"12662","Pteridium aquilinum",-118.036111,34.385833
"12663","Pteridium aquilinum",-117.423081,33.778574
"12664","Pteridium aquilinum",-117.35,33.475
"12665","Pteridium aquilinum",-116.86549,34.14949
"12666","Pteridium aquilinum",-118.116667,36.283333
"12667","Pteridium aquilinum",-116.602,33.0787
"12668","Pteridium aquilinum",-118.055705,34.288602
"12669","Pteridium aquilinum",-116.77151,34.03826
"12670","Pteridium aquilinum",-120.699611,40.148306
"12671","Pteridium aquilinum",-118.438883,33.379494
"12672","Pteridium aquilinum",-122.148333,37.228333
"12673","Pteridium aquilinum",-118.76385,36.68166
"12674","Pteridium aquilinum",-117.6105,33.8102
"12675","Pteridium aquilinum",-118.443367,33.378732
"12676","Pteridium aquilinum",-120.032878,38.815305
"12677","Pteridium aquilinum",-116.956944,33.464167
"12678","Pteridium aquilinum",-116.966667,34.0499999991243
"12679","Pteridium aquilinum",-122.19874,37.19776
"12680","Pteridium aquilinum",-115.466667,31.016667
"12681","Pteridium aquilinum",-116.990833,33.418333
"12682","Pteridium aquilinum",-90.818331,46.810262
"12683","Pteridium aquilinum",-122.521245,47.626208
"12684","Pteridium aquilinum",-121.875289,44.706797
"12685","Pteridium aquilinum",-83.167397,38.971017
"12686","Pteridium aquilinum",-80.43612,33.179358
"12687","Pteridium aquilinum",-125.113883,49.27903
"12688","Pteridium aquilinum",-123.099685,49.738324
"12689","Pteridium aquilinum",-125.113997,49.279067
"12690","Pteridium aquilinum",-92.896369,34.627476
"12691","Pteridium aquilinum",-122.224533,37.272874
"12692","Pteridium aquilinum",-70.182411,43.90025
"12693","Pteridium aquilinum",-70.178406,43.901572
"12694","Pteridium aquilinum",-122.223942,37.270873
"12695","Pteridium aquilinum",-82.439644,35.644912
"12696","Pteridium aquilinum",-70.875838,48.573822
"12697","Pteridium aquilinum",-74.684912,39.460639
"12698","Pteridium aquilinum",-116.678213,33.7765
"12699","Pteridium aquilinum",-122.760936,38.205908
"12700","Pteridium aquilinum",-78.329035,45.618535
"12701","Pteridium aquilinum",-123.855128,47.464744
"12702","Pteridium aquilinum",-122.912767,49.303478
"12703","Pteridium aquilinum",-121.306847,40.496497
"12704","Pteridium aquilinum",-122.483078,37.572205
"12705","Pteridium aquilinum",-122.906975,49.306694
"12706","Pteridium aquilinum",-72.25307,42.47012
"12707","Pteridium aquilinum",-70.271327,45.683615
"12708","Pteridium aquilinum",-87.193411,46.362315
"12709","Pteridium aquilinum",-71.854842,44.805719
"12710","Pteridium aquilinum",-70.767689,42.091444
"12711","Pteridium aquilinum",-79.474998,44.495556
"12712","Pteridium aquilinum",-86.511346,43.565676
"12713","Pteridium aquilinum",-78.416645,45.526604
"12714","Pteridium aquilinum",-122.210718,44.847624
"12715","Pteridium aquilinum",-72.333649,43.748684
"12716","Pteridium aquilinum",-122.230076,44.850833
"12717","Pteridium aquilinum",-77.925197,42.718255
"12718","Pteridium aquilinum",-122.231699,44.850998
"12719","Pteridium aquilinum",-72.307787,42.51681
"12720","Pteridium aquilinum",-122.230603,44.850337
"12721","Pteridium aquilinum",-79.190895,46.835605
"12722","Pteridium aquilinum",-72.489083,44.162831
"12723","Pteridium aquilinum",-122.519049,49.212993
"12724","Pteridium aquilinum",-65.362411,44.724114
"12725","Pteridium aquilinum",-120.147189,38.787439
"12726","Pteridium aquilinum",-120.058007,38.843397
"12727","Pteridium aquilinum",-81.840095,26.439783
"12728","Pteridium aquilinum",-122.223614,37.276451
"12729","Pteridium aquilinum",-110.786118,32.439652
"12730","Pteridium aquilinum",-72.495177,42.606848
"12731","Pteridium aquilinum",-122.481274,44.39857
"12732","Pteridium aquilinum",-71.095473,42.855848
"12733","Pteridium aquilinum",-120.827338,35.33453
"12734","Pteridium aquilinum",-72.267399,44.286138
"12735","Pteridium aquilinum",-122.07872,47.482063
"12736","Pteridium aquilinum",-123.18708,48.141933
"12737","Pteridium aquilinum",-72.430127,44.409581
"12738","Pteridium aquilinum",-86.672357,46.452751
"12739","Pteridium aquilinum",-74.304281,44.523613
"12740","Pteridium aquilinum",-60.090791,46.16472
"12741","Pteridium aquilinum",-86.11798,42.885667
"12742","Pteridium aquilinum",-76.492973,45.336178
"12743","Pteridium aquilinum",-80.82639,44.606215
"12744","Pteridium aquilinum",-75.11325,41.169364
"12745","Pteridium aquilinum",-87.390131,46.552898
"12746","Pteridium aquilinum",-60.09145,46.166985
"12747","Pteridium aquilinum",-75.123703,41.166206
"12748","Pteridium aquilinum",-116.58,32.926389
"12749","Pteridium aquilinum",-116.581944,32.923889
"12750","Pteridium aquilinum",-72.107019,44.709808
"12751","Pteridium aquilinum",-71.046669,48.396389
"12752","Pteridium aquilinum",-76.057194,44.361375
"12753","Pteridium aquilinum",-86.118481,42.887991
"12754","Pteridium aquilinum",-118.965332,36.717752
"12755","Pteridium aquilinum",-87.463408,46.61737
"12756","Pteridium aquilinum",-85.784172,42.257717
"12757","Pteridium aquilinum",-84.578696,45.538164
"12758","Pteridium aquilinum",-86.314176,43.469556
"12759","Pteridium aquilinum",-88.656342,30.452463
"12760","Pteridium aquilinum",-122.261,47.551
"12761","Pteridium aquilinum",-79.608697,33.207363
"12762","Pteridium aquilinum",-122.245883,37.343544
"12763","Pteridium aquilinum",-79.318262,45.063756
"12764","Pteridium aquilinum",-78.378411,45.637786
"12765","Pteridium aquilinum",-122.918817,49.303058
"12766","Pteridium aquilinum",-123.556013,48.482403
"12767","Pteridium aquilinum",-71.497346,44.19565
"12768","Pteridium aquilinum",-122.695297,38.583512
"12769","Pteridium aquilinum",-65.3639,44.724531
"12770","Pteridium aquilinum",-122.229045,37.2779
"12771","Pteridium aquilinum",-78.514292,45.574977
"12772","Pteridium aquilinum",-73.450606,44.11864
"12773","Pteridium aquilinum",-122.81462,38.066911
"12774","Pteridium aquilinum",-124.095432,40.854218
"12775","Pteridium aquilinum",-82.319892,26.922378
"12776","Pteridium aquilinum",-123.905228,48.388927
"12777","Pteridium aquilinum",-76.068642,44.356281
"12778","Pteridium aquilinum",-71.75093,45.3469
"12779","Pteridium aquilinum",-113.529053,48.633878
"12780","Pteridium aquilinum",-80.713905,44.705465
"12781","Pteridium aquilinum",-117.06988,34.229538
"12782","Pteridium aquilinum",-85.761156,44.643058
"12783","Pteridium aquilinum",-73.578888,45.058334
"12784","Pteridium aquilinum",-120.086692,51.623078
"12785","Pteridium aquilinum",-76.910611,38.071661
"12786","Pteridium aquilinum",-122.044588,36.989505
"12787","Pteridium aquilinum",-87.123751,45.068693
"12788","Pteridium aquilinum",-85.76107,44.642867
"12789","Pteridium aquilinum",-82.287056,27.824172
"12790","Pteridium aquilinum",-63.13343,45.052142
"12791","Pteridium aquilinum",-63.139289,45.057197
"12792","Pteridium aquilinum",-82.335876,27.860981
"12793","Pteridium aquilinum",-85.899557,30.25986
"12794","Pteridium aquilinum",-80.260559,43.454445
"12795","Pteridium aquilinum",-122.656456,37.954754
"12796","Pteridium aquilinum",-122.242224,37.344615
"12797","Pteridium aquilinum",-122.240489,37.344144
"12798","Pteridium aquilinum",-76.768258,39.679388
"12799","Pteridium aquilinum",-113.062286,37.3395
"12800","Pteridium aquilinum",-123.68506,44.61893
"12801","Pteridium aquilinum",-82.36682,29.749325
"12802","Pteridium aquilinum",-95.183762,47.186165
"12803","Pteridium aquilinum",-71.588326,42.566537
"12804","Pteridium aquilinum",-119.002258,34.094045
"12805","Pteridium aquilinum",-123.832237,47.469075
"12806","Pteridium aquilinum",-75.540455,45.36857
"12807","Pteridium aquilinum",-79.40931,39.507103
"12808","Pteridium aquilinum",-82.335708,27.860575
"12809","Pteridium aquilinum",-63.577573,44.99906
"12810","Pteridium aquilinum",-72.36474,44.510261
"12811","Pteridium aquilinum",-122.826782,46.984381
"12812","Pteridium aquilinum",-72.110732,42.510138
"12813","Pteridium aquilinum",-122.833687,46.994722
"12814","Pteridium aquilinum",-123.495691,48.548834
"12815","Pteridium aquilinum",-72.856483,43.54675
"12816","Pteridium aquilinum",-77.826843,45.709755
"12817","Pteridium aquilinum",-121.732658,36.820514
"12818","Pteridium aquilinum",-91.197603,45.124236
"12819","Pteridium aquilinum",-122.92778,38.416969
"12820","Pteridium aquilinum",-86.67102,46.452704
"12821","Pteridium aquilinum",-68.576358,45.772732
"12822","Pteridium aquilinum",-72.077508,41.780149
"12823","Pteridium aquilinum",-78.530022,45.581921
"12824","Pteridium aquilinum",-73.161833,44.024787
"12825","Pteridium aquilinum",-71.04615,48.39677
"12826","Pteridium aquilinum",-120.003324,38.438789
"12827","Pteridium aquilinum",-121.223297,39.902207
"12828","Pteridium aquilinum",-63.568525,44.574985
"12829","Pteridium aquilinum",-96.122971,49.662827
"12830","Pteridium aquilinum",-57.88708,49.433868
"12831","Pteridium aquilinum",-75.174721,45.038055
"12832","Pteridium aquilinum",-76.93947,44.91791
"12833","Pteridium aquilinum",-122.403536,46.937728
"12834","Pteridium aquilinum",-84.868392,36.584115
"12835","Pteridium aquilinum",-82.296174,28.124205
"12836","Pteridium aquilinum",-81.172569,29.085011
"12837","Pteridium aquilinum",-124.353579,42.13891
"12838","Pteridium aquilinum",-122.757194,45.297964
"12839","Pteridium aquilinum",-115.592699,50.032933
"12840","Pteridium aquilinum",-115.592499,50.032908
"12841","Pteridium aquilinum",-66.640675,45.947255
"12842","Pteridium aquilinum",-77.686323,44.000642
"12843","Pteridium aquilinum",-87.809906,46.717087
"12844","Pteridium aquilinum",-115.59388,50.032544
"12845","Pteridium aquilinum",-123.124144,49.780156
"12846","Pteridium aquilinum",-85.526642,45.603115
"12847","Pteridium aquilinum",-74.295937,39.780835
"12848","Pteridium aquilinum",-119.571782,50.900998
"12849","Pteridium aquilinum",-78.749428,38.421717
"12850","Pteridium aquilinum",-64.617995,44.547824
"12851","Pteridium aquilinum",-119.570414,50.900957
"12852","Pteridium aquilinum",-74.5265,39.490621
"12853","Pteridium aquilinum",-71.327807,42.434796
"12854","Pteridium aquilinum",-78.370719,45.587231
"12855","Pteridium aquilinum",-128.366517,54.869843
"12856","Pteridium aquilinum",-83.222592,46.27853
"12857","Pteridium aquilinum",-90.636436,45.403763
"12858","Pteridium aquilinum",-124.022413,49.631958
"12859","Pteridium aquilinum",-126.11624,49.861598
"12860","Pteridium aquilinum",-78.950152,45.602254
"12861","Pteridium aquilinum",-124.087006,48.430264
"12862","Pteridium aquilinum",-124.640603,48.866292
"12863","Pteridium aquilinum",-123.117397,50.042509
"12864","Pteridium aquilinum",-123.154029,49.679819
"12865","Pteridium aquilinum",-123.120837,50.038797
"12866","Pteridium aquilinum",-70.891721,43.041418
"12867","Pteridium aquilinum",-72.096832,41.783503
"12868","Pteridium aquilinum",-122.955672,47.053478
"12869","Pteridium aquilinum",-78.504353,45.577626
"12870","Pteridium aquilinum",-97.6544,19.7888
"12871","Pteridium aquilinum",-97.542,19.9784
"12872","Pteridium aquilinum",-97.6489,19.7706
"12873","Pteridium aquilinum",-97.5505,19.9253
"12874","Pteridium aquilinum",-97.5419,19.9783
"12875","Pteridium aquilinum",-97.5433,19.9936
"12876","Pteridium aquilinum",-101.10775,19.642056
"12877","Pteridium aquilinum",-107.4507,37.474
"12878","Pteridium aquilinum",-106.404098,35.845445
"12879","Pteridium aquilinum",-105.506097,40.407002
"12880","Pteridium aquilinum",-122.347602,37.430382
"12881","Pteridium aquilinum",-122.618293,38.426374
"12882","Pteridium aquilinum",-123.314152,38.579133
"12883","Pteridium aquilinum",-122.569778,47.184379
"12884","Pteridium aquilinum",-120.104041,38.877763
"12885","Pteridium aquilinum",-122.840569,44.616135
"12886","Pteridium aquilinum",-72.068145,42.146548
"12887","Pteridium aquilinum",-68.659695,44.902698
"12888","Pteridium aquilinum",-68.661074,44.903409
"12889","Pteridium aquilinum",-68.326859,44.294655
"12890","Pteridium aquilinum",-68.661055,44.903318
"12891","Pteridium aquilinum",-122.114527,46.470267
"12892","Pteridium aquilinum",-68.659749,44.902697
"12893","Pteridium aquilinum",-76.034919,45.434038
"12894","Pteridium aquilinum",-78.551508,44.339974
"12895","Pteridium aquilinum",-124.266158,49.309342
"12896","Pteridium aquilinum",-116.901419,33.339258
"12897","Pteridium aquilinum",-60.300994,46.078414
"12898","Pteridium aquilinum",-72.285975,44.364101
"12899","Pteridium aquilinum",-81.092843,46.427818
"12900","Pteridium aquilinum",-70.888483,43.175519
"12901","Pteridium aquilinum",-75.749001,45.229301
"12902","Pteridium aquilinum",-72.56163,44.225527
"12903","Pteridium aquilinum",-66.955464,46.013845
"12904","Pteridium aquilinum",-129.306794,56.088178
"12905","Pteridium aquilinum",-71.5029,44.68013
"12906","Pteridium aquilinum",-78.282,48.23
"12907","Pteridium aquilinum",-122.26004,37.26721
"12908","Pteridium aquilinum",-122.260238,37.266995
"12909","Pteridium aquilinum",-122.271315,37.270476
"12910","Pteridium aquilinum",-117.245431,47.609812
"12911","Pteridium aquilinum",-116.667662,47.033234
"12912","Pteridium aquilinum",-117.520872,33.675831
"12913","Pteridium aquilinum",-72.241554,42.299696
"12914","Pteridium aquilinum",-72.087793,42.657876
"12915","Pteridium aquilinum",-71.041436,48.395012
"12916","Pteridium aquilinum",-89.549523,46.835162
"12917","Pteridium aquilinum",-116.626094,46.952417
"12918","Pteridium aquilinum",-72.598874,44.199087
"12919","Pteridium aquilinum",-71.043854,48.396885
"12920","Pteridium aquilinum",-70.764852,42.042181
"12921","Pteridium aquilinum",-72.265565,42.532903
"12922","Pteridium aquilinum",-85.808702,33.493585
"12923","Pteridium aquilinum",-72.270316,44.292684
"12924","Pteridium aquilinum",-121.752937,36.662608
"12925","Pteridium aquilinum",-78.119101,44.566501
"12926","Pteridium aquilinum",-78.117133,44.564922
"12927","Pteridium aquilinum",-122.822176,46.293755
"12928","Pteridium aquilinum",-119.92601,39.224827
"12929","Pteridium aquilinum",-124.386213,49.971008
"12930","Pteridium aquilinum",-80.114977,43.414029
"12931","Pteridium aquilinum",-85.6924,45.068857
"12932","Pteridium aquilinum",-69.529397,47.832405
"12933","Pteridium aquilinum",-77.204369,44.90414
"12934","Pteridium aquilinum",-71.908715,42.11313
"12935","Pteridium aquilinum",-71.326913,42.435401
"12936","Pteridium aquilinum",-80.037154,48.158112
"12937","Pteridium aquilinum",-122.854988,38.07337
"12938","Pteridium aquilinum",-65.290004,45.732413
"12939","Pteridium aquilinum",-131.572334,55.102653
"12940","Pteridium aquilinum",-123.053894,48.051624
"12941","Pteridium aquilinum",-77.246223,44.916264
"12942","Pteridium aquilinum",-119.452832,51.145952
"12943","Pteridium aquilinum",-93.167791,45.257255
"12944","Pteridium aquilinum",-119.084228,37.574178
"12945","Pteridium aquilinum",-85.621872,44.643342
"12946","Pteridium aquilinum",-91.09662,47.417865
"12947","Pteridium aquilinum",-72.332984,43.747863
"12948","Pteridium aquilinum",-77.670967,45.484158
"12949","Pteridium aquilinum",-131.504114,55.211245
"12950","Pteridium aquilinum",-123.132988,38.62131
"12951","Pteridium aquilinum",-79.593583,45.215271
"12952","Pteridium aquilinum",-79.639156,45.250923
"12953","Pteridium aquilinum",-85.112642,35.088467
"12954","Pteridium aquilinum",-68.21911,44.324011
"12955","Pteridium aquilinum",-62.723421,45.634715
"12956","Pteridium aquilinum",-116.679266,33.787345
"12957","Pteridium aquilinum",-71.046181,48.399121
"12958","Pteridium aquilinum",-81.709259,28.416302
"12959","Pteridium aquilinum",-116.673097,33.775191
"12960","Pteridium aquilinum",-122.693351,38.572089
"12961","Pteridium aquilinum",-85.884071,31.786884
"12962","Pteridium aquilinum",-87.469513,46.594025
"12963","Pteridium aquilinum",-72.238243,44.914202
"12964","Pteridium aquilinum",-122.693975,38.572428
"12965","Pteridium aquilinum",-116.4311,32.855003
"12966","Pteridium aquilinum",-118.596122,35.978088
"12967","Pteridium aquilinum",-122.693826,38.572413
"12968","Pteridium aquilinum",-75.80925,45.269409
"12969","Pteridium aquilinum",-72.869161,43.267068
"12970","Pteridium aquilinum",-80.214381,41.666601
"12971","Pteridium aquilinum",-119.558197,37.780541
"12972","Pteridium aquilinum",-116.433031,32.8542
"12973","Pteridium aquilinum",-122.221914,37.889288
"12974","Pteridium aquilinum",-124.046058,40.878272
"12975","Pteridium aquilinum",-79.668646,44.582369
"12976","Pteridium aquilinum",-123.494622,48.549247
"12977","Pteridium aquilinum",-71.519928,43.847263
"12978","Pteridium aquilinum",-124.166449,40.856061
"12979","Pteridium aquilinum",-79.749907,45.112438
"12980","Pteridium aquilinum",-96.031924,50.11967
"12981","Pteridium aquilinum",-122.229977,37.889688
"12982","Pteridium aquilinum",-123.366975,48.572399
"12983","Pteridium aquilinum",-122.2257,37.335487
"12984","Pteridium aquilinum",-90.056095,43.206181
