"","species","decimalLongitude","decimalLatitude"
"2540","Pteridium aquilinum",-123.069589,38.42573
"2541","Pteridium aquilinum",-123.884058,42.189011
"2542","Pteridium aquilinum",-122.064159,37.041037
"2543","Pteridium aquilinum",-122.719185,42.182346
"2544","Pteridium aquilinum",-123.117328,44.601795
"2545","Pteridium aquilinum",-121.773521,45.301117
"2546","Pteridium aquilinum",-118.584103,36.807633
"2547","Pteridium aquilinum",-122.863994,42.802222
"2548","Pteridium aquilinum",-78.416099,45.558882
"2549","Pteridium aquilinum",-119.585545,37.746941
"2550","Pteridium aquilinum",-121.791039,43.90565
"2551","Pteridium aquilinum",-116.77642,33.81047
"2552","Pteridium aquilinum",-123.168621,48.019892
"2553","Pteridium aquilinum",-72.088484,43.774331
"2554","Pteridium aquilinum",-86.626422,46.425174
"2555","Pteridium aquilinum",-123.00008,44.73272
"2556","Pteridium aquilinum",-76.801052,44.607936
"2557","Pteridium aquilinum",-122.475613,47.065027
"2558","Pteridium aquilinum",-121.661362,42.429243
"2559","Pteridium aquilinum",-123.697873,38.980607
"2560","Pteridium aquilinum",-118.594087,35.97938
"2561","Pteridium aquilinum",-84.305152,46.781174
"2562","Pteridium aquilinum",-116.92829,48.571362
"2563","Pteridium aquilinum",-79.160201,48.185436
"2564","Pteridium aquilinum",-116.583262,32.977929
"2565","Pteridium aquilinum",-118.925055,37.363842
"2566","Pteridium aquilinum",-123.117822,44.59764
"2567","Pteridium aquilinum",-118.583472,36.809172
"2568","Pteridium aquilinum",-76.903055,45.251208
"2569","Pteridium aquilinum",-81.401357,41.242249
"2570","Pteridium aquilinum",-72.094927,43.51142
"2571","Pteridium aquilinum",-121.904258,44.36633
"2572","Pteridium aquilinum",-72.99544,43.618477
"2573","Pteridium aquilinum",-93.277975,30.951566
"2574","Pteridium aquilinum",-79.801834,46.730646
"2575","Pteridium aquilinum",-119.25151,37.197228
"2576","Pteridium aquilinum",-95.61263,49.626522
"2577","Pteridium aquilinum",-89.931394,45.87223
"2578","Pteridium aquilinum",-79.407722,39.058264
"2579","Pteridium aquilinum",-70.362778,47.919167
"2580","Pteridium aquilinum",-128.5892,54.345946
"2581","Pteridium aquilinum",-122.569062,49.268678
"2582","Pteridium aquilinum",-92.619182,45.944805
"2583","Pteridium aquilinum",-120.897846,52.925256
"2584","Pteridium aquilinum",-119.569878,37.738998
"2585","Pteridium aquilinum",-89.945224,43.364416
"2586","Pteridium aquilinum",-122.14978,44.73363
"2587","Pteridium aquilinum",-96.031498,50.120247
"2588","Pteridium aquilinum",-69.50155,45.46811
"2589","Pteridium aquilinum",-71.339803,44.730439
"2590","Pteridium aquilinum",-80.778536,48.79699
"2591","Pteridium aquilinum",-125.358142,49.083678
"2592","Pteridium aquilinum",-89.599063,43.206252
"2593","Pteridium aquilinum",-94.647562,46.995103
"2594","Pteridium aquilinum",-116.107675,43.735428
"2595","Pteridium aquilinum",-122.530844,49.283322
"2596","Pteridium aquilinum",-125.360095,49.094666
"2597","Pteridium aquilinum",-83.093073,35.452512
"2598","Pteridium aquilinum",-122.851158,38.074822
"2599","Pteridium aquilinum",-65.503628,47.424802
"2600","Pteridium aquilinum",-86.945485,41.697775
"2601","Pteridium aquilinum",-122.192529,44.713958
"2602","Pteridium aquilinum",-124.226968,41.787976
"2603","Pteridium aquilinum",-111.745169,34.990228
"2604","Pteridium aquilinum",-84.423813,44.552113
"2605","Pteridium aquilinum",-120.853403,35.302489
"2606","Pteridium aquilinum",-116.484008,32.882422
"2607","Pteridium aquilinum",-79.077217,44.817619
"2608","Pteridium aquilinum",-79.646339,43.993749
"2609","Pteridium aquilinum",-89.27263,44.541639
"2610","Pteridium aquilinum",-123.351524,44.090099
"2611","Pteridium aquilinum",-122.084367,37.021695
"2612","Pteridium aquilinum",-115.844445,47.467208
"2613","Pteridium aquilinum",-110.736412,44.692488
"2614","Pteridium aquilinum",-79.909106,46.697272
"2615","Pteridium aquilinum",-124.160161,40.866141
"2616","Pteridium aquilinum",-116.774872,33.809313
"2617","Pteridium aquilinum",-91.16595,42.995508
"2618","Pteridium aquilinum",-76.78884,42.455443
"2619","Pteridium aquilinum",-122.726307,49.033911
"2620","Pteridium aquilinum",-89.571531,48.235162
"2621","Pteridium aquilinum",-70.188929,41.743058
"2622","Pteridium aquilinum",-122.325017,37.208253
"2623","Pteridium aquilinum",-123.586167,48.46582
"2624","Pteridium aquilinum",-60.458478,45.960595
"2625","Pteridium aquilinum",-84.358362,46.712941
"2626","Pteridium aquilinum",-75.585666,43.232957
"2627","Pteridium aquilinum",-80.042519,44.48103
"2628","Pteridium aquilinum",-121.556533,46.759208
"2629","Pteridium aquilinum",-78.949622,44.777139
"2630","Pteridium aquilinum",-84.710817,46.960803
"2631","Pteridium aquilinum",-88.25007,32.855082
"2632","Pteridium aquilinum",-64.501717,45.231694
"2633","Pteridium aquilinum",-82.277404,29.655539
"2634","Pteridium aquilinum",-76.278042,44.818732
"2635","Pteridium aquilinum",-70.544845,41.6904
"2636","Pteridium aquilinum",-95.202778,49.727474
"2637","Pteridium aquilinum",-72.087054,43.744067
"2638","Pteridium aquilinum",-85.648909,48.700422
"2639","Pteridium aquilinum",-107.107819,41.142728
"2640","Pteridium aquilinum",-122.23894,44.71351
"2641","Pteridium aquilinum",-74.688503,39.832685
"2642","Pteridium aquilinum",-107.195962,37.425638
"2643","Pteridium aquilinum",-124.87776,48.676797
"2644","Pteridium aquilinum",-124.859467,48.67045
"2645","Pteridium aquilinum",-90.045883,46.666922
"2646","Pteridium aquilinum",-125.960212,50.383718
"2647","Pteridium aquilinum",-72.096493,43.501841
"2648","Pteridium aquilinum",-96.737521,51.083788
"2649","Pteridium aquilinum",-123.874083,49.50103
"2650","Pteridium aquilinum",-109.189611,31.860944
"2651","Pteridium aquilinum",-72.095552,43.501999
"2652","Pteridium aquilinum",-83.900608,42.584027
"2653","Pteridium aquilinum",-76.409983,44.593864
"2654","Pteridium aquilinum",-80.043983,44.479345
"2655","Pteridium aquilinum",-84.166432,44.349758
"2656","Pteridium aquilinum",-123.310213,44.067691
"2657","Pteridium aquilinum",-78.699729,45.02273
"2658","Pteridium aquilinum",-85.393909,44.932092
"2659","Pteridium aquilinum",-81.070369,44.769713
"2660","Pteridium aquilinum",-80.159421,44.342962
"2661","Pteridium aquilinum",-122.566812,47.62355
"2662","Pteridium aquilinum",-80.043922,44.479478
"2663","Pteridium aquilinum",-110.298972,31.424408
"2664","Pteridium aquilinum",-119.087697,37.595531
"2665","Pteridium aquilinum",-109.382285,31.929811
"2666","Pteridium aquilinum",-124.883815,48.675987
"2667","Pteridium aquilinum",-95.635737,30.544699
"2668","Pteridium aquilinum",-69.992153,41.881128
"2669","Pteridium aquilinum",-80.0447,44.479592
"2670","Pteridium aquilinum",-123.768706,42.233197
"2671","Pteridium aquilinum",-122.563208,38.482813
"2672","Pteridium aquilinum",-121.807178,48.965339
"2673","Pteridium aquilinum",-89.606274,45.726431
"2674","Pteridium aquilinum",-116.724864,33.7514
"2675","Pteridium aquilinum",-109.28093,31.916012
"2676","Pteridium aquilinum",-69.991988,41.881217
"2677","Pteridium aquilinum",-72.892401,42.352945
"2678","Pteridium aquilinum",-64.91433,46.81518
"2679","Pteridium aquilinum",-123.690595,39.340091
"2680","Pteridium aquilinum",-122.661513,49.028181
"2681","Pteridium aquilinum",-71.974279,42.85983
"2682","Pteridium aquilinum",-123.93988,49.53395
"2683","Pteridium aquilinum",-71.585541,42.633336
"2684","Pteridium aquilinum",-69.217283,45.299067
"2685","Pteridium aquilinum",-70.84689,44.418542
"2686","Pteridium aquilinum",-123.91758,49.539817
"2687","Pteridium aquilinum",-80.192192,45.347294
"2688","Pteridium aquilinum",-123.841661,47.462081
"2689","Pteridium aquilinum",-76.219048,45.486313
"2690","Pteridium aquilinum",-119.005059,37.59872
"2691","Pteridium aquilinum",-87.319006,44.788844
"2692","Pteridium aquilinum",-69.416955,43.978441
"2693","Pteridium aquilinum",-68.207099,44.35871
"2694","Pteridium aquilinum",-76.434555,36.081817
"2695","Pteridium aquilinum",-92.632039,45.812568
"2696","Pteridium aquilinum",-109.182088,31.874602
"2697","Pteridium aquilinum",-116.971358,34.218705
"2698","Pteridium aquilinum",-79.415855,46.320774
"2699","Pteridium aquilinum",-92.94064,34.65735
"2700","Pteridium aquilinum",-72.005914,42.957374
"2701","Pteridium aquilinum",-121.684482,36.807411
"2702","Pteridium aquilinum",-80.160203,37.583092
"2703","Pteridium aquilinum",-80.423928,37.380008
"2704","Pteridium aquilinum",-157.697212,21.316194
"2705","Pteridium aquilinum",-87.008788,41.677022
"2706","Pteridium aquilinum",-89.706142,30.120935
"2707","Pteridium aquilinum",-61.077431,45.909764
"2708","Pteridium aquilinum",-124.614113,49.400483
"2709","Pteridium aquilinum",-83.376185,35.16474
"2710","Pteridium aquilinum",-78.538709,44.339306
"2711","Pteridium aquilinum",-118.793336,44.781514
"2712","Pteridium aquilinum",-105.641031,40.309424
"2713","Pteridium aquilinum",-81.554653,33.244439
"2714","Pteridium aquilinum",-86.948703,41.701853
"2715","Pteridium aquilinum",-122.691895,49.224392
"2716","Pteridium aquilinum",-80.044083,44.479283
"2717","Pteridium aquilinum",-125.362651,49.035044
"2718","Pteridium aquilinum",-74.406114,42.244928
"2719","Pteridium aquilinum",-60.443538,45.967475
"2720","Pteridium aquilinum",-113.981642,48.500231
"2721","Pteridium aquilinum",-76.491957,45.25364
"2722","Pteridium aquilinum",-91.209788,37.094323
"2723","Pteridium aquilinum",-123.742805,48.384991
"2724","Pteridium aquilinum",-71.363581,44.601286
"2725","Pteridium aquilinum",-83.157028,38.797583
"2726","Pteridium aquilinum",-125.373067,49.248647
"2727","Pteridium aquilinum",-72.966933,43.366683
"2728","Pteridium aquilinum",-70.816141,44.144692
"2729","Pteridium aquilinum",-85.513725,41.317775
"2730","Pteridium aquilinum",-82.277324,29.655458
"2731","Pteridium aquilinum",-78.851676,44.624861
"2732","Pteridium aquilinum",-89.818979,43.368602
"2733","Pteridium aquilinum",-79.94793,43.82802
"2734","Pteridium aquilinum",-68.271789,44.369328
"2735","Pteridium aquilinum",-81.49482,44.396978
"2736","Pteridium aquilinum",-84.090293,46.52663
"2737","Pteridium aquilinum",-84.736189,44.655495
"2738","Pteridium aquilinum",-71.415726,44.631931
"2739","Pteridium aquilinum",-83.157111,38.797562
"2740","Pteridium aquilinum",-120.678812,39.692025
"2741","Pteridium aquilinum",-89.790549,46.816559
"2742","Pteridium aquilinum",-125.640467,49.568722
"2743","Pteridium aquilinum",-109.189622,31.860897
"2744","Pteridium aquilinum",-71.733712,44.829629
"2745","Pteridium aquilinum",-89.151139,47.917553
"2746","Pteridium aquilinum",-88.72258,48.084153
"2747","Pteridium aquilinum",-68.087457,44.628161
"2748","Pteridium aquilinum",-120.031014,38.184933
"2749","Pteridium aquilinum",-124.935725,48.69225
"2750","Pteridium aquilinum",-109.325817,31.847083
"2751","Pteridium aquilinum",-87.358545,35.459822
"2752","Pteridium aquilinum",-119.082519,37.621952
"2753","Pteridium aquilinum",-70.113303,41.683492
"2754","Pteridium aquilinum",-81.314068,42.9443
"2755","Pteridium aquilinum",-123.024955,49.362038
"2756","Pteridium aquilinum",-79.50968,45.819437
"2757","Pteridium aquilinum",-84.110428,42.184822
"2758","Pteridium aquilinum",-71.727226,41.563957
"2759","Pteridium aquilinum",-75.946049,39.740197
"2760","Pteridium aquilinum",-109.283853,31.914925
"2761","Pteridium aquilinum",-75.189636,41.155558
"2762","Pteridium aquilinum",-122.323913,37.191783
"2763","Pteridium aquilinum",-80.043914,44.479297
"2764","Pteridium aquilinum",-124.996245,48.70709
"2765","Pteridium aquilinum",-80.042717,44.481378
"2766","Pteridium aquilinum",-109.287242,31.872111
"2767","Pteridium aquilinum",-86.636017,31.021225
"2768","Pteridium aquilinum",-76.80128,44.607536
"2769","Pteridium aquilinum",-80.062286,45.293592
"2770","Pteridium aquilinum",-110.910997,43.806903
"2771","Pteridium aquilinum",-122.897106,38.062219
"2772","Pteridium aquilinum",-117.914457,34.346143
"2773","Pteridium aquilinum",-156.268989,20.672204
"2774","Pteridium aquilinum",-88.477699,45.673512
"2775","Pteridium aquilinum",-70.845265,44.419428
"2776","Pteridium aquilinum",-79.327225,44.3255
"2777","Pteridium aquilinum",-49.424722,-28.598333
"2778","Pteridium aquilinum",-102.933333,18.75
"2779","Pteridium aquilinum",-79.3,-5.333333
"2780","Pteridium aquilinum",-76.066667,-9.7
"2781","Pteridium aquilinum",-72.312949,42.672981
"2782","Pteridium aquilinum",-82.286389,29.528222
"2783","Pteridium aquilinum",-64.622296,45.08738
"2784","Pteridium aquilinum",-78.371275,38.594438
"2785","Pteridium aquilinum",-84.672636,45.559011
"2786","Pteridium aquilinum",-78.3714,45.587208
"2787","Pteridium aquilinum",-76.677299,42.349165
"2788","Pteridium aquilinum",-70.0412,45.846175
"2789","Pteridium aquilinum",-122.857484,49.049283
"2790","Pteridium aquilinum",-86.181291,42.875119
"2791","Pteridium aquilinum",-88.535263,48.137718
"2792","Pteridium aquilinum",-65.688613,47.612422
"2793","Pteridium aquilinum",-122.05101,37.02414
"2794","Pteridium aquilinum",-74.230991,41.230223
"2795","Pteridium aquilinum",-112.361647,42.686972
"2796","Pteridium aquilinum",-123.428337,48.548931
"2797","Pteridium aquilinum",-77.897773,38.691656
"2798","Pteridium aquilinum",-80.033356,44.488828
"2799","Pteridium aquilinum",-90.045523,46.668327
"2800","Pteridium aquilinum",-84.880328,30.81876
"2801","Pteridium aquilinum",-124.795563,48.642452
"2802","Pteridium aquilinum",-122.718783,47.637915
"2803","Pteridium aquilinum",-122.403425,44.172377
"2804","Pteridium aquilinum",-85.686363,30.768741
"2805","Pteridium aquilinum",-64.732292,45.171197
"2806","Pteridium aquilinum",-70.738599,41.356785
"2807","Pteridium aquilinum",-81.2695,44.666572
"2808","Pteridium aquilinum",-95.52454,49.929295
"2809","Pteridium aquilinum",-118.444887,36.755108
"2810","Pteridium aquilinum",-95.545795,49.929513
"2811","Pteridium aquilinum",-122.009431,49.226897
"2812","Pteridium aquilinum",-122.017006,47.708832
"2813","Pteridium aquilinum",-84.990687,45.34048
"2814","Pteridium aquilinum",-91.48305,46.307381
"2815","Pteridium aquilinum",-78.485783,38.051435
"2816","Pteridium aquilinum",-121.68976,44.274069
"2817","Pteridium aquilinum",-92.005127,46.843281
"2818","Pteridium aquilinum",-125.520222,49.687166
"2819","Pteridium aquilinum",-63.766044,44.665361
"2820","Pteridium aquilinum",-82.208786,31.143932
"2821","Pteridium aquilinum",-84.659842,45.569835
"2822","Pteridium aquilinum",-123.430301,48.070629
"2823","Pteridium aquilinum",-69.555987,45.220075
"2824","Pteridium aquilinum",-117.109791,49.615077
"2825","Pteridium aquilinum",-83.216247,35.065328
"2826","Pteridium aquilinum",-70.535881,43.403019
"2827","Pteridium aquilinum",-117.108418,49.617969
"2828","Pteridium aquilinum",-78.585135,45.171405
"2829","Pteridium aquilinum",-81.161814,37.508536
"2830","Pteridium aquilinum",-122.068505,36.984572
"2831","Pteridium aquilinum",-73.739467,42.961272
"2832","Pteridium aquilinum",-73.493792,43.611103
"2833","Pteridium aquilinum",-65.168542,44.458825
"2834","Pteridium aquilinum",-128.556041,54.362544
"2835","Pteridium aquilinum",-79.960922,43.71725
"2836","Pteridium aquilinum",-123.557561,48.979207
"2837","Pteridium aquilinum",-83.539545,35.12489
"2838","Pteridium aquilinum",-84.874527,45.340267
"2839","Pteridium aquilinum",-92.678397,45.79802
"2840","Pteridium aquilinum",-78.074333,44.591192
"2841","Pteridium aquilinum",-94.243222,46.497122
"2842","Pteridium aquilinum",-84.677717,45.561942
"2843","Pteridium aquilinum",-111.603088,40.409533
"2844","Pteridium aquilinum",-76.700873,44.93136
"2845","Pteridium aquilinum",-128.78415,54.837801
"2846","Pteridium aquilinum",-123.284344,44.607868
"2847","Pteridium aquilinum",-80.083961,44.051933
"2848","Pteridium aquilinum",-81.55056,28.988059
"2849","Pteridium aquilinum",-125.537436,49.67623
"2850","Pteridium aquilinum",-82.856178,31.729885
"2851","Pteridium aquilinum",-92.845794,46.16151
"2852","Pteridium aquilinum",-83.473671,35.267834
"2853","Pteridium aquilinum",-78.758592,45.4866
"2854","Pteridium aquilinum",-122.236572,49.29585
"2855","Pteridium aquilinum",-85.629999,34.383369
"2856","Pteridium aquilinum",-77.881967,44.769292
"2857","Pteridium aquilinum",-78.17394,44.132955
"2858","Pteridium aquilinum",-92.406271,45.603423
"2859","Pteridium aquilinum",-65.405128,44.772256
"2860","Pteridium aquilinum",-124.269048,49.32163
"2861","Pteridium aquilinum",-79.318267,44.321438
"2862","Pteridium aquilinum",-120.828686,35.333524
"2863","Pteridium aquilinum",-123.188613,49.832339
"2864","Pteridium aquilinum",-78.617956,45.449063
"2865","Pteridium aquilinum",-123.116822,50.03672
"2866","Pteridium aquilinum",-83.993976,42.462052
"2867","Pteridium aquilinum",-60.03495,45.920917
"2868","Pteridium aquilinum",-73.670415,45.935711
"2869","Pteridium aquilinum",-122.135222,37.051025
"2870","Pteridium aquilinum",-122.815545,49.049481
"2871","Pteridium aquilinum",-78.37072,45.58732
"2872","Pteridium aquilinum",-116.942027,34.040586
"2873","Pteridium aquilinum",-121.082725,35.553092
"2874","Pteridium aquilinum",-71.618743,44.57422
"2875","Pteridium aquilinum",-123.21035,47.236663
"2876","Pteridium aquilinum",-60.366002,46.710085
"2877","Pteridium aquilinum",-116.659956,33.817314
"2878","Pteridium aquilinum",-122.237533,49.296394
"2879","Pteridium aquilinum",-77.580041,37.264487
"2880","Pteridium aquilinum",-79.885972,38.599905
"2881","Pteridium aquilinum",-120.322159,39.306816
"2882","Pteridium aquilinum",-80.028488,44.485591
"2883","Pteridium aquilinum",-89.809201,43.050576
"2884","Pteridium aquilinum",-123.273744,44.554006
"2885","Pteridium aquilinum",-78.368867,45.589822
"2886","Pteridium aquilinum",-95.52535,49.928484
"2887","Pteridium aquilinum",-80.232345,45.348523
"2888","Pteridium aquilinum",-122.261688,37.196255
"2889","Pteridium aquilinum",-68.335113,44.314288
"2890","Pteridium aquilinum",-84.761459,43.939598
"2891","Pteridium aquilinum",-93.457978,15.98515
"2892","Pteridium aquilinum",-92.460242,48.263703
"2893","Pteridium aquilinum",-72.485872,41.363942
"2894","Pteridium aquilinum",-124.934296,49.704166
"2895","Pteridium aquilinum",-76.417393,44.242452
"2896","Pteridium aquilinum",-121.736725,45.274917
"2897","Pteridium aquilinum",-93.803668,47.22149
"2898","Pteridium aquilinum",-93.542442,47.43222
"2899","Pteridium aquilinum",-79.594917,45.641155
"2900","Pteridium aquilinum",-81.158871,37.525741
"2901","Pteridium aquilinum",-118.220463,49.043043
"2902","Pteridium aquilinum",-83.384249,35.160698
"2903","Pteridium aquilinum",-125.531108,49.59293
"2904","Pteridium aquilinum",-119.561272,37.733222
"2905","Pteridium aquilinum",-84.663193,45.565758
"2906","Pteridium aquilinum",-117.49194,49.483332
"2907","Pteridium aquilinum",-80.018684,48.030853
"2908","Pteridium aquilinum",-65.99997,44.050831
"2909","Pteridium aquilinum",-122.575072,37.896378
"2910","Pteridium aquilinum",-125.51931,49.687078
"2911","Pteridium aquilinum",-79.615622,39.732053
"2912","Pteridium aquilinum",-60.641226,46.16478
"2913","Pteridium aquilinum",-72.041817,42.564892
"2914","Pteridium aquilinum",-80.216812,45.346938
"2915","Pteridium aquilinum",-84.676467,45.560008
"2916","Pteridium aquilinum",-88.115979,36.733749
"2917","Pteridium aquilinum",-72.495955,42.715781
"2918","Pteridium aquilinum",-93.027373,48.437695
"2919","Pteridium aquilinum",-93.514725,44.818025
"2920","Pteridium aquilinum",-116.885319,34.087389
"2921","Pteridium aquilinum",-70.346105,43.927848
"2922","Pteridium aquilinum",-69.994344,44.291071
"2923","Pteridium aquilinum",-96.134472,49.12275
"2924","Pteridium aquilinum",-96.465694,49.041333
"2925","Pteridium aquilinum",-94.269278,46.50616
"2926","Pteridium aquilinum",-84.29558,37.542707
"2927","Pteridium aquilinum",-122.992653,49.135333
"2928","Pteridium aquilinum",-72.409113,42.895184
"2929","Pteridium aquilinum",-69.071658,45.088757
"2930","Pteridium aquilinum",-71.742737,42.518322
"2931","Pteridium aquilinum",-124.115556,44.147604
"2932","Pteridium aquilinum",-74.881764,41.16754
"2933","Pteridium aquilinum",-71.664391,43.885181
"2934","Pteridium aquilinum",-75.491152,43.245082
"2935","Pteridium aquilinum",-123.812562,39.377803
"2936","Pteridium aquilinum",-123.73616,39.263848
"2937","Pteridium aquilinum",-88.295521,47.360348
"2938","Pteridium aquilinum",-80.109678,42.547917
"2939","Pteridium aquilinum",-88.274074,47.357139
"2940","Pteridium aquilinum",-116.681028,33.791431
"2941","Pteridium aquilinum",-70.408165,41.72432
"2942","Pteridium aquilinum",-122.941281,47.027033
"2943","Pteridium aquilinum",-116.72464,33.747578
"2944","Pteridium aquilinum",-122.819093,40.854708
"2945","Pteridium aquilinum",-71.60123,42.19912
"2946","Pteridium aquilinum",-72.097941,43.509988
"2947","Pteridium aquilinum",-72.521782,44.630276
"2948","Pteridium aquilinum",-79.402106,47.303665
"2949","Pteridium aquilinum",-72.036629,42.680376
"2950","Pteridium aquilinum",-72.173072,42.101453
"2951","Pteridium aquilinum",-75.504123,41.038354
"2952","Pteridium aquilinum",-118.593701,36.792308
"2953","Pteridium aquilinum",-72.432039,42.392181
"2954","Pteridium aquilinum",-123.812295,46.182342
"2955","Pteridium aquilinum",-71.268674,41.933966
"2956","Pteridium aquilinum",-116.173582,44.332144
"2957","Pteridium aquilinum",-92.149811,47.438088
"2958","Pteridium aquilinum",-72.099434,43.509875
"2959","Pteridium aquilinum",-75.483445,41.06103
"2960","Pteridium aquilinum",-71.865152,42.762132
"2961","Pteridium aquilinum",-73.174963,43.273098
"2962","Pteridium aquilinum",-69.15643,45.191438
"2963","Pteridium aquilinum",-79.101761,44.643478
"2964","Pteridium aquilinum",-78.201518,44.256013
"2965","Pteridium aquilinum",-81.499735,44.404551
"2966","Pteridium aquilinum",-122.659035,44.884837
"2967","Pteridium aquilinum",-80.176061,27.100313
"2968","Pteridium aquilinum",-79.748633,44.882161
"2969","Pteridium aquilinum",-72.867091,40.937797
"2970","Pteridium aquilinum",-123.830936,48.833108
"2971","Pteridium aquilinum",-119.572442,37.677086
"2972","Pteridium aquilinum",-84.677292,45.560616
"2973","Pteridium aquilinum",-69.968655,41.697723
"2974","Pteridium aquilinum",-72.680467,47.520672
"2975","Pteridium aquilinum",-79.602131,33.102575
"2976","Pteridium aquilinum",-123.496178,48.492297
"2977","Pteridium aquilinum",-72.558145,44.297612
"2978","Pteridium aquilinum",-93.565891,47.230454
"2979","Pteridium aquilinum",-77.070301,40.120666
"2980","Pteridium aquilinum",-71.550663,42.011879
"2981","Pteridium aquilinum",-65.493333,44.280833
"2982","Pteridium aquilinum",-71.472412,42.427475
"2983","Pteridium aquilinum",-73.189613,42.765801
"2984","Pteridium aquilinum",-123.602524,49.423656
"2985","Pteridium aquilinum",-81.606487,30.631879
"2986","Pteridium aquilinum",-71.321014,42.480208
"2987","Pteridium aquilinum",-120.720097,35.26465
"2988","Pteridium aquilinum",-114.822434,43.894797
"2989","Pteridium aquilinum",-65.489297,46.310342
"2990","Pteridium aquilinum",-71.534747,42.580303
"2991","Pteridium aquilinum",-70.206238,44.125446
"2992","Pteridium aquilinum",-79.115658,47.849452
"2993","Pteridium aquilinum",-119.639606,37.665161
"2994","Pteridium aquilinum",-124.921148,49.335007
"2995","Pteridium aquilinum",-122.990967,49.135669
"2996","Pteridium aquilinum",-109.279764,31.917951
"2997","Pteridium aquilinum",-111.797365,40.572566
"2998","Pteridium aquilinum",-72.967665,44.042454
"2999","Pteridium aquilinum",-72.270363,41.804455
"3000","Pteridium aquilinum",-88.751891,45.249233
"3001","Pteridium aquilinum",-71.859268,48.669052
"3002","Pteridium aquilinum",-81.691388,26.449837
"3003","Pteridium aquilinum",-72.098622,43.51212
"3004","Pteridium aquilinum",-113.998933,48.500469
"3005","Pteridium aquilinum",-121.737025,48.860634
"3006","Pteridium aquilinum",-83.915592,46.336852
"3007","Pteridium aquilinum",-72.482265,42.607835
"3008","Pteridium aquilinum",-70.058972,43.942578
"3009","Pteridium aquilinum",-116.736151,33.838789
"3010","Pteridium aquilinum",-72.09731,43.509942
"3011","Pteridium aquilinum",-69.370086,44.305247
"3012","Pteridium aquilinum",-122.112747,37.046467
"3013","Pteridium aquilinum",-72.570278,44.283944
"3014","Pteridium aquilinum",-103.891736,44.317562
"3015","Pteridium aquilinum",-75.813454,43.527868
"3016","Pteridium aquilinum",-72.097798,43.509858
"3017","Pteridium aquilinum",-73.101281,43.266064
"3018","Pteridium aquilinum",-72.097657,43.50974
"3019","Pteridium aquilinum",-122.420402,38.571285
"3020","Pteridium aquilinum",-72.101856,43.512305
"3021","Pteridium aquilinum",-72.675599,43.875784
"3022","Pteridium aquilinum",-121.97433,49.083457
"3023","Pteridium aquilinum",-115.583471,47.835947
"3024","Pteridium aquilinum",-121.486097,48.074735
"3025","Pteridium aquilinum",-72.100978,43.511952
"3026","Pteridium aquilinum",-92.028975,45.545078
"3027","Pteridium aquilinum",-72.544343,42.495885
"3028","Pteridium aquilinum",-83.947823,46.327786
"3029","Pteridium aquilinum",-70.432503,44.699722
"3030","Pteridium aquilinum",-70.626062,41.65095
"3031","Pteridium aquilinum",-119.151649,37.235035
"3032","Pteridium aquilinum",-78.502266,45.578568
"3033","Pteridium aquilinum",-82.34365,29.548247
"3034","Pteridium aquilinum",-84.096185,46.513065
"3035","Pteridium aquilinum",-125.540418,49.601081
"3036","Pteridium aquilinum",-120.391783,38.813176
"3037","Pteridium aquilinum",-105.072342,39.435794
"3038","Pteridium aquilinum",-72.097754,43.509799
"3039","Pteridium aquilinum",-72.081459,44.765587
"3040","Pteridium aquilinum",-72.69264,43.869873
"3041","Pteridium aquilinum",-90.93827,37.951092
"3042","Pteridium aquilinum",-78.864118,42.047095
"3043","Pteridium aquilinum",-122.108661,37.090452
"3044","Pteridium aquilinum",-121.110008,39.41951
"3045","Pteridium aquilinum",-75.556337,43.310363
"3046","Pteridium aquilinum",-90.644201,37.627733
"3047","Pteridium aquilinum",-91.01457,37.01011
"3048","Pteridium aquilinum",-93.957143,35.693137
"3049","Pteridium aquilinum",-91.378325,36.997233
"3050","Pteridium aquilinum",-91.21735,36.709681
"3051","Pteridium aquilinum",-90.98889,36.92694
"3052","Pteridium aquilinum",-90.643642,37.606633
"3053","Pteridium aquilinum",-97.8651,48.76013
"3054","Pteridium aquilinum",-95.3189,47.1986
"3055","Pteridium aquilinum",-86.647455,46.48221
"3056","Pteridium aquilinum",-92.2833,37.5123
"3057","Pteridium aquilinum",-89.456938,37.179187
"3058","Pteridium aquilinum",-90.88827,37.68329
"3059","Pteridium aquilinum",-94.500677,36.184686
"3060","Pteridium aquilinum",-93.26264,45.8769
"3061","Pteridium aquilinum",-92.7324,37.14643
"3062","Pteridium aquilinum",-71.2667,43.4333
"3063","Pteridium aquilinum",-70.7667,43.0333
"3064","Pteridium aquilinum",-71.3,43.3
"3065","Pteridium aquilinum",-71.2667,43.4367
"3066","Pteridium aquilinum",-75.84096,41.168298
"3067","Pteridium aquilinum",-74.531529,39.710158
"3068","Pteridium aquilinum",-76.31871,39.81493
"3069","Pteridium aquilinum",-76.65556,40.970048
"3070","Pteridium aquilinum",-76.293043,39.797178
"3071","Pteridium aquilinum",-76.291268,39.798836
"3072","Pteridium aquilinum",-76.651436,40.008664
"3073","Pteridium aquilinum",-74.529245,39.709737
"3074","Pteridium aquilinum",-74.422674,39.625187
"3075","Pteridium aquilinum",-76.312322,39.812872
"3076","Pteridium aquilinum",-76.546883,40.038733
